基金代码,净值,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,成立时间距今天数,基金公司_基金公司1,基金公司_基金公司10,基金公司_基金公司11,基金公司_基金公司12,基金公司_基金公司13,基金公司_基金公司14,基金公司_基金公司15,基金公司_基金公司16,基金公司_基金公司17,基金公司_基金公司18,基金公司_基金公司19,基金公司_基金公司2,基金公司_基金公司20,基金公司_基金公司21,基金公司_基金公司22,基金公司_基金公司24,基金公司_基金公司25,基金公司_基金公司26,基金公司_基金公司27,基金公司_基金公司28,基金公司_基金公司29,基金公司_基金公司3,基金公司_基金公司30,基金公司_基金公司31,基金公司_基金公司32,基金公司_基金公司33,基金公司_基金公司34,基金公司_基金公司35,基金公司_基金公司36,基金公司_基金公司37,基金公司_基金公司38,基金公司_基金公司39,基金公司_基金公司4,基金公司_基金公司40,基金公司_基金公司41,基金公司_基金公司42,基金公司_基金公司43,基金公司_基金公司44,基金公司_基金公司45,基金公司_基金公司46,基金公司_基金公司47,基金公司_基金公司48,基金公司_基金公司49,基金公司_基金公司5,基金公司_基金公司50,基金公司_基金公司51,基金公司_基金公司52,基金公司_基金公司53,基金公司_基金公司54,基金公司_基金公司56,基金公司_基金公司57,基金公司_基金公司58,基金公司_基金公司59,基金公司_基金公司6,基金公司_基金公司60,基金公司_基金公司7,基金公司_基金公司8,基金公司_基金公司9
J0011,-0.12005207025042017,-1.2248949755519936,0.0190626933987626,0.3234887560338591,1.5430993724127167,1.391771217336428,-1.2339970296225629,-1.2784431488797527,0.9045340337332907,0.6281206246619221,0.9638235160045858,0.4431915714867601,-0.4993557601300556,0.2696662837515754,-1.8200719402432113,0.30682792891750127,0.33556262776843176,0.58758846380069,-1.1607830507601542,-0.7371306755584736,-2.362864346955794,-0.9364987297294695,-1.392377852364553,-2.6778781224879267,-0.5026028286234493,0.8338325912608939,1.4574710963404218,0.9413412531767241,-0.12600246641034413,-0.9397394488541139,-0.340442938502085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0012,1.7223814751254185,-0.012127673025267008,-1.1940177956134093,0.4790121964347529,-0.9382664525725566,-0.550235132435332,-1.149232559395607,1.203970732440156,0.5871536710198553,1.2893002295692082,1.0458355481504693,0.07305811004826705,1.3221621251581608,-0.9051072502653733,0.421512354771403,0.25675439597822025,0.5548846067020474,0.2923178789762227,-0.29533436426609705,1.080904622904129,0.6247344551526653,-1.741482916361359,-0.21311046379203388,1.231483642755113,0.5127564211208925,1.0591927510611356,-0.08973813544346547,-0.9995685471876554,0.6238782660832759,-0.7169973242353177,0.12789347508550342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0013,1.2280428584539063,-0.012127673025267008,1.5787376078429836,1.4121528388401157,-1.2484371806957157,1.8233281839523745,-1.1173039255333153,-1.2784431488797527,-0.9997481425473215,-0.3636487826990073,0.4374088230106776,0.115537471444764,0.5144306822711157,-0.9771404759412419,0.9246892931064039,0.48663574396156134,0.5548846067020474,0.2923178789762227,0.7864764938514743,-0.4065788031107276,1.219197404280182,-1.0722350796392468,0.6292233851883369,1.65286210162687,0.5127564211208925,-0.7436885273407976,-0.39917998180024294,-0.5682552582177933,0.23031216702976867,0.8263155056763224,-1.0680370096113743,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0014,-1.146059589593064,-1.2248949755519936,1.5787376078429836,1.2566293984392218,-0.007754268203079089,1.6075497006444013,1.0853378333930794,1.203970732440156,0.26977330830641993,-0.033058980245364196,1.7457871263458153,1.941704835443217,-0.6795091291381622,-0.4224953493163088,1.6193739831180742,1.3409134569311867,-1.6383351826341088,1.4734002182740917,-0.9444208791366399,-1.0676825480062193,0.3119694874357156,0.19405379412909277,1.3030904643726333,1.0336779937942437,1.5281156708652344,1.0591927510611356,-1.482226444048964,1.5883111866315174,1.489703513425111,-0.6864796151867247,-0.9216818803652529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0015,0.690959052635469,1.2006396295014596,0.8855487569788854,-0.45412844597060986,-0.9382664525725566,-1.4133490656672252,1.3491556688133703,1.203970732440156,-0.6823677798338861,1.2893002295692082,-0.16999371729398818,1.831805985731808,0.7622339668057505,-0.5959325979161717,1.4955970669005867,0.3405530398211739,0.9935285645692786,-0.8887644603216465,-0.29533436426609705,-0.4065788031107276,-1.6459831131875209,0.6601470928200242,-1.0554443127724047,-0.6973432348904121,-0.5026028286234493,0.157752111860169,0.5291455572700895,0.9413412531767241,-0.44575229426011514,1.2046837188979413,0.45405633454828825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0016,0.1521770568822939,1.2006396295014596,1.0588459696949097,1.2566293984392218,0.6125871880432392,1.6075497006444013,0.40157027584236893,-1.2784431488797527,-0.36498741712045074,-1.0248283876062936,-1.357618606210462,0.9134373161239254,-1.7383340521502517,-0.19800162668684054,-0.8306432753257921,-0.3976037741822401,1.4321725224365098,-1.479305629970581,0.5701143222279601,-1.3982344204539654,-0.09389488969725737,-0.3135805288888423,-1.7293113919567011,0.47169732001870635,-1.0102824534956203,1.7352732304618605,-0.8633427513354092,-0.7839119027027244,-0.33707009886359,0.030673457481219652,-0.578792720417197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0017,1.1191452156679838,-0.012127673025267008,0.0190626933987626,0.1679653156329653,0.9227579161663984,-0.7660136157433053,-1.0099931821631993,-1.2784431488797527,1.5392947591601613,1.2893002295692082,-1.036607085566053,-0.2887557884492062,-0.6422767690593133,0.5267039975714629,0.326263239330865,-1.250115685029954,-1.6383351826341088,-1.1840350451461137,1.4355630087220173,1.7420083677996208,1.7837555348240077,-1.3237556141102402,-1.5608446221606271,0.44955693880027503,0.005076796248721601,1.5099130706616188,-1.482226444048964,-0.7839119027027244,1.3894914427648757,-0.2635309131945602,1.0896557529885869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J0018,-1.0552724620812715,1.2006396295014596,-1.5406122210454583,0.4790121964347529,-1.558607908818875,-0.9817920990512786,-0.7515070949139843,1.203970732440156,-0.6823677798338861,-1.0248283876062936,-0.21382416015612743,0.6443514653590925,0.935321979974241,-1.3826348391357248,-0.6101770828219371,-0.9846293026478071,-0.7610472668996463,-0.29822329067271186,1.0028386654749886,-0.24130286688685465,-1.0357561204562646,-0.8844689848487058,-1.392377852364553,-1.3128160816547658,-1.5179620783677912,0.157752111860169,1.4574710963404218,1.3726545421465863,0.7519099632364594,-1.85784920249613,0.31606435554480233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0019,-1.6142403637603198,-1.2248949755519936,1.2321431824109343,-1.2317456479750788,1.2329286442895575,-1.4133490656672252,-0.012756720754291472,-0.03723620821979839,-0.36498741712045074,1.2893002295692082,0.8275738500848181,0.6255472081740394,0.6114453707459221,-1.2173473253861038,-1.1665974120483515,-0.5523238114594291,0.11624064883481613,-0.8887644603216465,-0.07897219264258276,1.080904622904129,-1.1423575728418693,1.0215236416226794,-1.7293113919567011,0.061293285625436386,0.005076796248721601,1.2845529108613774,-0.7086218281570205,0.07871467523699989,-1.483323932487509,-0.8345811997234465,1.51199484024168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0020,-0.2830104176100892,1.2006396295014596,-0.3275317320332865,-0.14308156516882228,1.2329286442895575,1.391771217336428,0.4964760562573199,1.203970732440156,1.5392947591601613,1.6198900320228515,0.7624578027917168,0.7450242297614437,-0.13359478770826508,-0.013081887688516612,1.6656485801600773,-1.143356336982259,1.4321725224365098,0.2923178789762227,-1.5935073940071827,-1.2329584842300925,0.06104315412156786,-1.544209887850626,0.29228984559618854,-0.05290554358283751,-1.5179620783677912,1.7352732304618605,-1.0180636745137979,-0.9995685471876554,0.7905739451855185,0.9030302434207949,-0.24844828583309445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J0021,0.04964231560658512,-1.2248949755519936,-2.060503859193532,-1.2317456479750788,-1.2484371806957157,-1.4133490656672252,1.0478889145496713,-0.03723620821979839,-0.36498741712045074,-0.033058980245364196,1.120004045987709,2.5151866981758424,1.3053956290073365,0.03731504728057056,0.5202939946050966,0.9650331260415852,-0.5417252879660307,1.4734002182740917,0.7864764938514743,0.41980087800863713,-0.1822722965166684,-1.2951213251975089,-0.04464369399595974,-0.5901610661776328,0.5127564211208925,0.157752111860169,-0.7086218281570205,1.1569978976616553,-1.2997347951425302,-0.1667876896884874,0.32442750578743784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J0022,-0.0406474998294257,1.2006396295014596,-0.6741261574653356,0.9455825176374343,-0.007754268203079089,-1.4133490656672252,1.119206578960096,1.203970732440156,-0.04760705440701542,0.2975308222082789,-1.6743148306921007,0.23479811191625635,-1.379677235983843,-1.764903366665551,1.0730507151272344,0.5260287276068746,-0.7610472668996463,1.4734002182740917,-0.7280587075131256,-1.5635103566778383,1.591042672733681,0.2962741661368096,1.6400240039647818,-0.09626297942584323,-1.0102824534956203,-0.518328367540556,0.21970371091331198,-0.5682552582177933,0.059706842615075674,1.6963332473906736,-0.4449823165350289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J0023,2.1514281457251982,1.2006396295014596,-0.84742337018136,0.4790121964347529,1.5430993724127167,-0.3344566491273586,0.4063599494209227,-1.2784431488797527,-0.6823677798338861,-0.3636487826990073,0.7083383978626455,2.5151866981758424,0.9362454207042894,-0.3804323089797795,-0.6598458838463434,-0.34956566502404585,1.4321725224365098,-0.29822329067271186,1.6519251803455315,1.246180559128002,-0.9435337536950699,0.6102773503936939,0.29228984559618854,-0.7500995887295252,0.5127564211208925,0.8338325912608939,1.1480292499836444,-1.2152251916725865,-1.1983382475904991,-0.04592370175136661,-0.1522720580427861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
