客户编号,feature1,feature2,feature3,feature4,feature5,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature23,feature24,feature25,feature27,feature28,feature29,feature30,feature32,feature33,feature35,feature36,feature37,feature38,feature39,feature40,客户公司名称_公司1,客户公司名称_公司10,客户公司名称_公司11,客户公司名称_公司12,客户公司名称_公司13,客户公司名称_公司14,客户公司名称_公司15,客户公司名称_公司16,客户公司名称_公司17,客户公司名称_公司18,客户公司名称_公司19,客户公司名称_公司2,客户公司名称_公司20,客户公司名称_公司3,客户公司名称_公司4,客户公司名称_公司5,客户公司名称_公司6,客户公司名称_公司7,客户公司名称_公司8,客户公司名称_公司9
C3466,-0.12850856566799332,-1.1913914546302566,-0.168816081589169,-0.785237949021712,-0.03422269585135832,0.47772495723393993,0.49739076198357185,-0.7937778639667575,-1.4966527596516117,1.2973506321339232,-0.4381297294529889,1.2679821109241,-0.24115840630118596,-1.3177485466664511,-1.5119208307193102,1.6849215174756231,0.32830618034232695,-1.485817325673998,-1.6267680452512223,-0.6350704927085365,0.5642918677786423,0.3771970051901037,-0.2030860986715189,-1.6469164429425311,1.3706114785922734,-0.4106761058442402,-0.708562315883144,1.0332614059593912,0.3795992050756284,-0.14712923629856495,1.4955838487160598,-1.5920978745281547,0.7396629402551078,-1.2757024416595284,0.979318490978873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1409,-0.41527802880438003,-0.27757826980249267,1.410626265685756,-0.5345581447358486,-0.7019085102079314,-1.242156550537734,0.39666932940344657,-0.31739642482747227,-0.9164669477390575,-0.9375926399088613,-0.4381297294529889,-1.541486504412459,-1.091988476738421,-0.972120533601088,-1.5473889472197815,0.0413994097042629,1.293512833187079,1.195028707711039,0.5000947203613698,-1.6064586655137694,-0.008615997187974562,-0.3952921615836717,1.549306970070311,0.1905298881632814,0.04148536636549158,-0.003596161556396509,-1.4157250388770293,0.23208654817333632,0.10893569043978854,0.9967789786973639,0.5006697784732371,-1.302672126864989,-0.5276065176348541,-1.2757024416595284,1.6574990509226801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0469,-0.9888169550771534,1.5500480998530353,-0.8874709253484135,-1.0192057663551846,0.6331802182241063,0.2866270119259761,-0.07336402263713808,0.6924357033187387,1.5976715705486781,0.5865823083677032,-1.3066389498299087,1.0257865406364657,-1.1798270155731978,0.6371572586978206,0.8999110913127399,0.012948054508031269,1.0790224658882452,-0.38871904135712776,1.4668505229125481,1.5866227790457523,-0.4382968959129372,-0.20216986989022784,0.4638308237612391,1.1146161174440408,-0.6973276432979176,0.07809595558850038,-1.4157250388770293,1.65235106879407,1.6305853017504777,-1.2910374512944938,-0.4942442917695856,1.3021596021035022,1.3551938198016609,-1.203726071232748,-0.6280408124472264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1176,-0.7020474919407668,0.7324257765860885,0.20706999681288524,-1.6041253096888657,0.47786751447722287,0.47772495723393993,-1.1812997810185162,0.8053445995308317,1.5976715705486781,0.7348956322474665,0.14087641746495758,0.15388248760098183,-0.5907307590199304,-0.5369624954644436,-1.0863034327136543,1.2296372898253662,-0.458158499753397,-0.24616388076272783,-0.2733099216795728,-1.618181016812793,0.38525815997657453,0.5703192968835475,-0.6508258010290496,-1.0936038050166101,0.43585341888964113,-0.07114824503658378,1.4129258530985118,0.4141717431247124,0.5608921092585198,-1.5770145050434758,-1.4891583620124083,1.3021596021035022,-1.1431373971814072,-0.6639032930318949,-0.5878529096519505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C5225,-0.9888169550771534,0.4438531919036368,0.738202254473358,0.8191127984078137,-0.7230746569403368,-1.433254495845698,0.8499157760140104,0.4967500094269979,1.4526251175705396,-1.258880156028021,1.588391784759824,1.5101776812117345,0.3879568891341892,-1.0376746341796133,-0.23506863670234243,0.29719914138388076,-0.17217134335495193,-0.9286286784446136,1.6602016834227837,0.5637854853805051,-0.7963643115170728,1.3910890365806838,-0.8630825265616949,-0.9400948362137604,-1.6508696156432017,0.7787308999807246,1.4129258530985118,1.361014756871868,0.44587117248166314,-1.5770145050434758,1.4955838487160598,0.14445661145083938,-0.4913988188379981,-0.5919269226051145,-0.2722152421380424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8129,1.5921082131503268,1.1171892228293576,1.6587562375074678,-0.9690698054980118,-0.027601408288040894,-0.6688627146138428,-0.24123307693734689,-0.38461762467154814,-1.4483039419922323,1.0175257192401124,1.588391784759824,-1.153973591952244,-1.0616603283981023,1.3096529928895007,-0.16413240370139978,0.5264776648204669,-1.4591135471479548,-1.6908087002466814,0.11339239934089852,1.6637285179007495,-0.18764970499004233,-0.20216986989022784,0.07698327725188112,1.202060519183514,1.5222569590805335,0.4081448053217823,-0.0013995928892587145,0.5234228600955381,0.14340806330611724,-0.7190833437965294,0.5006697784732371,1.3021596021035022,-0.5276065176348541,-0.5919269226051145,1.6566605979743056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C0425,-0.9888169550771534,-0.8066280083869876,0.7835257015046466,1.0363686287888954,1.6219983713353274,-0.477764769305879,0.8163419651539686,1.489006770046981,1.0174857586361237,-1.2049187848917262,0.43037949092393085,1.1711038828090463,1.5970911147325597,0.4664271556276986,-1.2991121317164822,-1.278668295138002,0.614293336740772,1.1857013779791077,-0.6600122427000441,-0.8738448150415374,1.0297795080640184,1.0048444531937961,0.125360486098534,1.4572867356983403,-0.553989988966003,-0.6360660129057539,1.4129258530985118,-1.661599479320975,-1.655492719781182,-1.5770145050434758,-1.4891583620124083,0.4338823591140051,-0.6000219152285663,-0.12408051483104182,-0.5300394001898617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7048,1.5921082131503268,1.4057618075118095,-0.46199482456248664,-0.15018244483085808,0.3028056080437243,0.47772495723393993,-1.349168835318725,-1.5474362025888393,0.7273928526798465,1.2838143605008245,-1.0171358763709355,-1.3477300481823515,-0.20526856193130105,-1.6828499678456377,-0.23506863670234243,-0.9454651627587367,-1.4948619416977604,-1.7240482744651147,-0.46666108218980845,-0.7407644958163351,-1.333465434923276,-0.34701158866031073,-0.8045819795278951,1.14665976084496,0.879279539805169,-0.16958771453750182,-1.4157250388770293,-1.6980165183112501,-1.2049765866934539,0.42482487119939943,-0.991701326890997,-1.5920978745281547,-0.3465680236505739,1.5673641901982978,0.26468914891212025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2484,1.3053387500139402,-0.9990097315086222,-1.4599049758081393,1.3706083678367131,0.12782518012974164,-1.242156550537734,-0.5433973746777228,-0.020390645393076185,1.3559274822517804,-0.5311804718633947,1.0093856378418773,1.7039341374418422,0.8470512967810563,-1.4070412034796516,0.15508064480284214,-1.6170357790148473,-0.20791973790475757,-1.0544744525927687,0.30674355985113416,-0.9905944916501257,1.1013929911848457,-0.009047578196784001,-0.04147523758839733,-1.2393282121567597,-1.2774492545133336,-0.7952020456410555,0.7057631301046265,-0.2777519976905167,1.6004821662971358,-1.5770145050434758,-1.4891583620124083,-0.7238206315386576,1.463816916192229,1.423411449344737,0.5952569932250812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1826,-1.5623558813499268,1.6462389614138526,1.6962207777136942,0.768976837550641,0.8135449285334524,-0.6688627146138428,-0.4930366583876601,-1.6349880840955553,0.34060231140481034,-0.8822961071852468,0.14087641746495758,0.7835909703488313,-0.16265192963789993,-1.161629783697251,0.26148499430425615,-1.637534074853716,-0.42241010520359135,-1.043286911057131,0.6934458808716055,-1.2247435516937666,1.1730064743056727,-1.3609036200508908,0.4952058773059357,-1.5238556476210443,1.225015291221636,-1.0064163382454039,0.7057631301046265,-1.4430972453793236,1.365225601906579,-1.0050603975455115,1.4955838487160598,0.14445661145083938,0.23275515709912306,0.6316713746501524,-0.38291627865840944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C10558,1.3053387500139402,1.3576663767314008,-0.9495112899837614,-1.4871414010221295,-0.39639121924247434,1.6243126290817227,-0.20765926607730514,-1.250190089800542,-1.4483039419922323,0.5290722626016344,1.0093856378418773,-0.330508652974287,-0.7162191723864414,0.6760758176227049,0.7225705088103833,-1.3426609326592636,-1.3161199689487322,-0.07655818488142456,1.6602016834227837,0.956876166956834,-0.18764970499004233,-0.15388929696686687,-0.6664268287118406,-0.9599038669417087,-0.3333895326157876,-0.5380633561097972,-0.0013995928892587145,-0.49625423163216803,0.12747729824402582,-1.0050603975455115,-0.991701326890997,-0.43439488387549197,1.6448554101765094,0.7756241155037132,0.9260154395688025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C1484,-0.12850856566799332,-1.4318686085322998,1.6794460547202745,-1.0192057663551846,-0.22789841981305797,0.47772495723393993,-0.8791354832781404,-1.652194765401488,-0.48132758880464166,0.8144067600954386,-1.5961420232888819,0.20232160165850874,-0.5237637120418464,0.38350245086375157,0.15508064480284214,0.2626257658700737,-0.17217134335495193,0.6329718271295445,-1.0467145637205155,-0.00584880547418933,0.009287373592232214,-0.4918533074303936,1.002786214386042,0.973543900200454,-0.5282234552381008,1.4529747623378348,0.7057631301046265,-1.661599479320975,1.2754594246437285,-1.0050603975455115,-0.4942442917695856,-1.0132463792018234,-1.3965912887593994,0.45173044858320144,0.9517676376815939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C9291,-0.41527802880438003,0.8286166381469059,0.5388522327261954,-1.4035814662601749,-1.620800960785977,0.47772495723393993,-1.365955740748746,1.6648278423942822,0.5339975820423284,-1.0501873713133099,0.14087641746495758,0.8320300844063582,-0.5591158320161066,-1.2186172253555596,0.9708473243136826,0.565696507890942,-0.4939068943032026,-0.21797101338950342,1.0801482018920767,0.7648419894601338,0.13461096905367964,-1.6505870575910566,0.8235655407954934,0.12342965101901293,-0.20735924873708192,0.7476697499035888,-1.4157250388770293,1.178929561920492,-1.2934723520552318,1.5687330861953281,-1.4891583620124083,0.4338823591140051,-0.8534758068065587,-0.6639032930318949,1.5420829421915978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C9710,1.3053387500139402,0.49194862268404543,0.6124600012421275,1.4541683025986676,0.3911651103217508,-1.6243524411536618,-1.7016938493491636,-0.21549245943629977,-0.14288586518898497,1.5187439496293023,1.588391784759824,0.008565145428401193,-1.6091731795880269,-1.2745880762037782,1.6447415378226378,-1.0647488453820062,1.3650096222866903,0.3296516386255772,-0.2733099216795728,-0.6868337518452161,-0.04442273874838812,1.5359307553507668,-0.0156196287887518,1.217191947669006,0.2428695022771745,-0.5070872760587805,-0.0013995928892587145,1.1425125229302169,-0.15424494155597193,0.9967789786973639,1.4955838487160598,1.0127338544403364,0.775870639051964,1.6033523754116878,-1.2870818397330128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1651,-0.9888169550771534,-1.1913914546302566,-0.756471982631555,0.5182970332647776,1.305667093448685,-0.6688627146138428,0.6988336271438225,-0.4014126236059864,0.19555585842667172,-1.5006718519062259,-0.14862665599401567,-0.03987396862912569,-1.347389522336811,-0.612612419202577,-1.6183251802207241,1.2972089179515325,1.0790224658882452,0.1945560330712793,1.2734993624023125,0.9853716597026162,1.3162334405473268,1.6807724741208496,-0.4836718446233518,-0.43901134704320893,-0.03389315203737911,1.2458409744894767,1.4129258530985118,0.5598398990858133,0.8606594512858818,-0.7190833437965294,-0.4942442917695856,0.7233081067771707,0.8844937354425321,-1.4916315529398696,-0.4182490131672983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9787,-1.5623558813499268,0.25147146878200227,1.6301060082504821,-0.6515420534025849,0.9703701206111164,0.47772495723393993,-0.37552832037751394,-0.5830398183491459,-1.6416992126297503,0.8055421262494835,-0.14862665599401567,0.49295628600367003,0.5113502365749977,0.12397662323060786,-0.27053675320281373,1.4750977838999293,1.686745173234941,1.1338912429511894,-0.6600122427000441,-0.7011074579811611,-1.5124991427253438,-0.7815367449705594,0.6792574779867415,-0.3669389991864216,-1.207530902153671,1.4561806438508642,0.7057631301046265,0.9604273279788407,-1.346705805921707,-1.5770145050434758,-0.4942442917695856,0.7233081067771707,1.2103630246142365,0.7756241155037132,1.5744014162827966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C2814,1.0185692868775535,0.49194862268404543,-1.228685628543285,1.0029446548841134,1.3438695340819018,-0.8599606599218066,0.26237408596327955,0.6040257136550985,0.582346399701708,-0.916380182041949,1.2988887113008505,-1.0086562497796634,-1.3910391579163013,-1.1523182687367848,1.1481879068160392,-0.6718108275886192,0.8287837040396058,-1.0428445465847451,0.30674355985113416,0.5368301226795332,1.065586249624432,-0.7815367449705594,0.6812670211437806,-0.1017239978785175,-1.2189058919399358,-0.9723859364328751,0.7057631301046265,0.3777547041344372,-1.6424801411313918,-1.5770145050434758,-0.991701326890997,-1.5920978745281547,0.5948321450676837,0.8835886711438838,-1.2878877272456573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3705,1.0185692868775535,1.5500480998530353,-1.7112370772593064,-1.4370054401649568,-0.296077044492737,0.6688229025419037,1.5381788986448666,-0.043490112934422176,-1.4966527596516117,0.474988558057774,-0.14862665599401567,0.15388248760098183,0.6117502482877455,-1.0603242051157564,1.4674009553202811,-0.24300828899778065,-1.2088747852993154,-1.0999671992786697,0.30674355985113416,-1.4567222331340417,1.2446199574264998,1.0531250261171572,-1.664429194689409,-0.4739630651196424,0.028767660887991008,-0.1175006429030699,0.7057631301046265,0.7419250940371894,-0.6122913236767112,0.7108019249483817,0.5006697784732371,1.5915853497666679,0.196547458302267,-0.05210414440426142,-0.6059012643515345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C6119,-0.41527802880438003,-1.672345762434343,0.29998298821366404,0.301041202883696,1.470766777396657,-0.477764769305879,1.2360146009044906,-1.4188172162170885,0.09885822310791267,-0.16957033522762227,-1.3066389498299087,-0.03987396862912569,0.3094467695363424,0.9017053829836165,-1.3700483647174249,-1.6572775758045837,0.721538520390189,-1.5490003239929324,-1.2400657242307511,0.24274633896780748,1.065586249624432,-0.29873101573694977,-1.601129878213137,0.0018842441446896372,-0.7867107259838967,0.49698119349442327,-0.708562315883144,0.8875932499982903,-1.0797366713445486,-0.7190833437965294,1.4955838487160598,1.3021596021035022,1.572440012582797,1.3514350789179566,-0.8007308371320662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5043,-0.12850856566799332,0.7805212073664972,1.3652718310758418,1.6380001590749673,0.8948364111060221,1.242116738465795,1.6556872366550126,0.05404970716016676,-1.158211036035955,0.6856890125908722,-0.4381297294529889,-1.0086562497796634,1.7051941787695999,-1.2625819650818597,0.580698042808498,0.4270263799437383,0.9717772822388283,-0.703108321457068,-0.07995876116933713,-1.0180077143000354,-1.6199193674065844,0.7151610156536304,-0.31560084870449967,1.2508384105156345,-1.3073749114447009,1.569771165785871,-1.4157250388770293,1.0696784449496664,-1.0483663897692885,-1.5770145050434758,-1.4891583620124083,-0.7238206315386576,-0.5638142164317101,1.3874232641313466,0.035145970856718625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C11209,-1.2755864182135401,-1.4318686085322998,0.8291218802642607,0.21748126812174154,-0.36138336781839236,-0.477764769305879,0.41345623483346744,-0.8924622880463209,1.307578664592401,1.3733147490726858,0.43037949092393085,0.9289083125214119,-1.523246388897751,1.554698520763663,-0.6606860347079984,-0.09018221106486904,0.8287837040396058,-0.019134155053953043,-0.46666108218980845,-0.35343192118687294,1.065586249624432,1.1496861719638791,-0.7877155655546633,-1.0888884785997466,1.6704796059371791,-0.7034664925849293,-0.0013995928892587145,-1.151760933457122,-1.2739924000456193,0.7108019249483817,0.0032127433518257314,0.7233081067771707,1.1379476270205244,-0.2680332556846026,-0.419204448142616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7239,-0.7020474919407668,-1.143296023849848,0.7202719904829369,0.050361398597832625,-0.4016942529735137,1.242116738465795,-1.500250984188913,-0.5629756533247325,-1.6900480302891299,0.97265876483828,-0.7276328029119622,1.4132994530966807,-1.3069058824298516,-0.5111168015460571,-0.23506863670234243,-1.3495021696885474,-0.10067455425534065,-0.09245155506259323,-0.8533634032102797,-1.1146406532957707,1.6743008561514625,0.7151610156536304,-1.3088435797511844,-0.2498427160953133,-0.8772813660564407,-1.4773071032870555,-0.0013995928892587145,0.15925247019278588,-1.137237479734917,-0.43310629004754714,0.0032127433518257314,-0.7238206315386576,1.1017399282236684,1.2794587084911762,-0.48639492184576605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
