,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
6298,C6299,公司8,646416,3.0,20.0,0.008695656,157.0,0.760383299,1.0,2.0,,33.72917161,35.0,0.882411399,1.0,39.0,5.017245614,2.572440403,92.0,5.141913879,57.0,0.554660122,7.0,1.688271082,,18.0,17.0,9.881603824,0.0,29.21062466,10.29240625,50.44242014,1.0,1.0,20.0,7.041881695,1.0,10.0,5.0,6.0,95.0,52.0,24.09035575,  ,  ,  ,  
5860,C5861,公司5,252004,9.0,63.0,21.05739263,33.0,0.623407898,1.0,18.0,147.0,29.85761644,23.0,0.786683604,8.0,15.0,17.44779037,30.33611635,83.0,12.84585385,33.0,3.190882182,14.0,6.998032655,,73.0,71.0,14.33260765,0.0,60.25495594,9.0844018,37.30571633,1.0,1.0,76.0,11.68829391,1.0,8.0,5.0,8.0,14.0,8.0,28.83116452,  ,  ,  ,  
1112,C1113,公司5,252004,12.0,32.0,30.9224361,6.0,0.359793181,1.0,2.0,85.0,13.16550886,12.0,0.189485099,4.0,64.0,17.5974174,25.82692622,77.0,21.59258093,1.0,38.24620017,4.0,16.24596597,,1.0,49.0,15.98095482,0.0,11.84217288,2.30473504,84.83566143,3.0,1.0,8.0,13.50255596,1.0,8.0,2.0,11.0,96.0,68.0,83.36188228,  ,  ,  ,  
3798,C3799,公司10,1010025,8.0,20.0,24.23837638,175.0,0.317796601,1.0,16.0,38.0,19.82326864,60.0,0.568500858,6.0,14.0,4.796898403,10.23556137,57.0,20.97632059,62.0,7.736958067,12.0,0.193865038,,43.0,,7.911685269,0.0,28.55924265,6.976425495,76.43051301,2.0,1.0,55.0,9.03975674,1.0,10.0,5.0,5.0,81.0,63.0,39.325297,  ,  ,  ,  
11183,C11184,公司5,252004,12.0,19.0,30.28351779,180.0,0.821372893,1.0,18.0,195.0,20.05596208,57.0,0.695900016,5.0,39.0,4.928176007,2.905479578,69.0,21.72862085,72.0,3.669331965,16.0,17.55060463,,53.0,18.0,12.68136689,0.0,55.11314075,11.32754272,48.73246221,3.0,1.0,69.0,15.44799064,1.0,7.0,3.0,1.0,70.0,26.0,63.99970756,  ,  ,  ,  
10041,C10042,公司7,494209,11.0,65.0,20.7787735,120.0,0.229861341,1.0,2.0,141.0,15.99567297,63.0,0.286051982,4.0,71.0,19.19561206,1.708673816,28.0,23.35869552,29.0,43.49419755,1.0,3.180063222,,39.0,63.0,0.064622704,0.0,20.56646981,11.94727368,28.22314439,1.0,1.0,40.0,8.097713795,1.0,5.0,7.0,8.0,54.0,96.0,37.19577453,J0060,J0140,  ,  
9854,C9855,公司2,40401,8.0,,3.748007584,41.0,0.654373226,1.0,4.0,180.0,29.3760602,38.0,0.79054856,6.0,54.0,6.429012215,28.89799858,63.0,27.33284184,42.0,80.71143662,9.0,1.607326855,,40.0,34.0,8.092356737,0.0,40.51215016,3.190757522,60.73779752,4.0,1.0,52.0,6.952582718,1.0,2.0,2.0,8.0,8.0,35.0,43.57715112,  ,  ,  ,  
4768,C4769,公司2,40401,11.0,68.0,11.74139816,130.0,0.564640564,1.0,15.0,93.0,0.593987641,42.0,0.656722489,5.0,44.0,7.720566896,15.53789928,27.0,17.35199399,88.0,26.57350472,13.0,5.083521627,,78.0,68.0,3.692715576,0.0,6.308811488,3.002520859,6.584049788,3.0,1.0,33.0,3.012028944,1.0,3.0,1.0,12.0,3.0,95.0,17.53464047,  ,  ,  ,  
3421,C3422,公司8,646416,6.0,45.0,15.6200849,158.0,0.556629292,1.0,8.0,126.0,24.72496641,46.0,0.186511469,7.0,13.0,18.22180664,29.78100548,78.0,16.14505211,20.0,73.3181746,3.0,13.79120003,,45.0,26.0,1.981456003,0.0,7.454905067,18.00667365,22.21421064,4.0,1.0,14.0,5.166485454,1.0,3.0,1.0,11.0,40.0,42.0,8.369979374,  ,  ,  ,  
8693,C8694,公司19,3644281,12.0,20.0,11.54124172,2.0,0.86453051,1.0,1.0,135.0,23.80494344,58.0,0.660234317,12.0,9.0,8.308046912,26.49617296,70.0,12.90389058,48.0,48.25004358,4.0,14.09285541,,9.0,20.0,1.559833672,0.0,19.91903053,0.441258571,61.92231983,3.0,1.0,38.0,0.210981684,1.0,4.0,2.0,11.0,57.0,57.0,17.18732409,  ,  ,  ,  
267,C0268,公司2,40401,1.0,29.0,24.78167228,126.0,0.468910414,1.0,18.0,127.0,27.25688385,21.0,0.930833615,12.0,14.0,0.237979495,19.54295084,95.0,23.62358909,83.0,85.10030841,11.0,15.72192712,,44.0,57.0,12.34498867,0.0,17.8317876,6.688607926,19.86409533,5.0,1.0,28.0,13.4373188,1.0,6.0,5.0,9.0,55.0,47.0,53.35507627,  ,  ,  ,  
1598,C1599,公司11,1221025,2.0,4.0,12.70402659,,0.261490728,1.0,2.0,181.0,33.28643821,16.0,0.973468983,12.0,58.0,9.916171643,25.1388045,13.0,3.289121228,31.0,2.80744229,8.0,19.19635395,,85.0,67.0,17.03273326,0.0,40.57553623,12.93190207,32.87837938,4.0,1.0,7.0,0.37524918,1.0,7.0,2.0,10.0,66.0,70.0,13.82914012,  ,  ,  ,  
4929,C4930,公司3,90601,7.0,34.0,5.70988711,198.0,0.679560895,1.0,4.0,190.0,18.35594988,42.0,0.1833503,1.0,17.0,2.714289939,4.81674673,65.0,18.79296008,74.0,27.13476854,8.0,15.2826849,,24.0,21.0,13.52565881,0.0,0.415129595,2.408577187,14.15598592,4.0,1.0,80.0,0.07741034,1.0,12.0,2.0,11.0,69.0,35.0,6.005840442,J0030,  ,  ,  
9563,C9564,公司9,817216,3.0,18.0,30.1866033,157.0,0.761935056,1.0,16.0,149.0,26.02661921,28.0,0.198727018,4.0,27.0,4.011658992,13.28799482,24.0,28.12317254,65.0,13.43579182,8.0,12.96101293,,43.0,61.0,13.32626757,0.0,37.10411157,5.601693665,6.411674564,4.0,1.0,49.0,0.691170882,1.0,10.0,7.0,11.0,87.0,82.0,46.86556007,J0137,  ,  ,  
7169,C7170,公司4,161604,10.0,68.0,22.60418085,9.0,0.882625449,1.0,18.0,203.0,5.932808186,51.0,0.466457215,5.0,31.0,15.56934174,9.479205985,19.0,12.62643853,34.0,45.66252433,13.0,15.67213699,,40.0,49.0,18.37440928,0.0,85.69016171,14.7589138,46.18758944,2.0,1.0,48.0,0.422186297,1.0,8.0,7.0,8.0,29.0,22.0,45.22787543,J0119,  ,  ,  
11562,C11563,公司9,817216,3.0,46.0,17.05076115,151.0,0.68788973,1.0,4.0,45.0,26.43610955,55.0,0.690135374,8.0,40.0,13.63878514,29.92554698,5.0,16.99430552,86.0,90.43316577,13.0,13.81772962,,34.0,37.0,12.58225888,0.0,44.95415241,19.66983354,87.62675999,1.0,1.0,75.0,0.175177372,1.0,6.0,4.0,8.0,66.0,96.0,53.38384943,J0111,J0184,  ,  
2498,C2499,公司15,2271049,1.0,42.0,29.73915672,80.0,0.561799588,1.0,2.0,45.0,1.631731906,67.0,0.148193958,6.0,50.0,16.23094621,30.92951161,47.0,8.212059014,43.0,39.05739092,5.0,11.39176942,,65.0,1.0,3.128938783,0.0,78.79696107,,26.65481885,4.0,1.0,72.0,7.415479024,1.0,4.0,2.0,5.0,56.0,87.0,49.80464333,J0108,  ,  ,  
7433,C7434,公司16,2585664,9.0,4.0,5.433741698,190.0,0.850289701,1.0,13.0,60.0,25.32968299,59.0,0.193362353,12.0,50.0,19.33729448,24.85093256,46.0,22.35833127,48.0,38.10817302,1.0,12.34023036,,73.0,63.0,2.60832407,0.0,38.41028869,2.280452345,1.409578869,2.0,1.0,26.0,13.54473397,1.0,2.0,4.0,4.0,58.0,56.0,46.10321387,  ,  ,  ,  
11221,C11222,公司19,3644281,12.0,14.0,22.37139197,124.0,0.188074747,1.0,10.0,25.0,21.46098527,23.0,0.261374699,8.0,19.0,16.36320936,3.773737977,24.0,15.10500983,89.0,4.444204376,1.0,7.012029857,,58.0,63.0,19.12131584,0.0,54.59092152,12.92187399,90.44078358,3.0,1.0,63.0,8.198662821,1.0,11.0,6.0,3.0,65.0,81.0,13.15055518,J0107,J0132,  ,  
3842,C3843,公司17,2917264,5.0,3.0,27.30593438,44.0,0.387518994,1.0,13.0,34.0,29.7885852,32.0,0.182435481,6.0,44.0,0.141005859,1.574630122,15.0,7.052441095,11.0,71.58983643,5.0,14.80174203,,33.0,58.0,19.41727276,0.0,14.14801108,1.594701573,71.21012918,3.0,1.0,49.0,14.15106129,1.0,8.0,1.0,6.0,28.0,68.0,58.81063247,  ,  ,  ,  
8729,C8730,公司16,2585664,5.0,11.0,25.18671818,54.0,0.8793558,1.0,2.0,112.0,26.32259624,19.0,0.04359721,12.0,16.0,19.28618541,26.98101932,75.0,20.43682558,47.0,4.069503061,10.0,6.616448926,,73.0,16.0,3.504027736,0.0,6.744317587,1.010062016,5.227109802,5.0,1.0,14.0,18.03898504,1.0,5.0,6.0,10.0,61.0,71.0,24.01046166,J0118,  ,  ,  
1379,C1380,公司3,90601,12.0,63.0,28.29744494,198.0,0.711387253,1.0,5.0,170.0,11.24831188,30.0,0.867116166,5.0,7.0,9.831912928,22.03113154,82.0,10.07543143,74.0,20.95925705,10.0,11.56275198,,81.0,17.0,11.1113275,0.0,70.47124789,11.15512548,4.417832691,2.0,1.0,12.0,8.45413971,1.0,2.0,5.0,9.0,22.0,50.0,48.07827902,J0104,  ,  ,  
9488,C9489,公司15,2271049,2.0,10.0,4.937305214,153.0,0.228230118,1.0,14.0,55.0,16.64065573,48.0,0.921211452,2.0,3.0,13.82512809,32.23043511,26.0,,29.0,59.48315249,15.0,10.47857148,,25.0,11.0,3.979228243,0.0,2.361447907,14.58309317,32.01555779,3.0,1.0,28.0,8.74623291,1.0,5.0,6.0,,4.0,88.0,7.143101031,  ,  ,  ,  
10489,C10490,公司9,817216,4.0,4.0,3.759950191,55.0,0.755013131,1.0,8.0,25.0,2.435241623,47.0,0.089200066,10.0,20.0,0.394456639,17.94850354,73.0,15.73735337,62.0,79.97197562,9.0,11.26114329,,81.0,27.0,0.474665953,0.0,36.38016038,17.37840825,68.34878618,3.0,1.0,95.0,8.50419303,1.0,6.0,7.0,8.0,4.0,34.0,75.06987717,  ,  ,  ,  
416,C0417,公司14,1979649,4.0,66.0,4.683927265,86.0,0.261924925,1.0,4.0,23.0,23.3431208,55.0,0.984848256,5.0,50.0,19.76426526,3.24646395,84.0,15.34719787,90.0,76.96117851,10.0,17.28817929,,62.0,52.0,9.220701481,0.0,84.05283053,8.004657407,44.75661575,4.0,1.0,40.0,4.122682969,1.0,12.0,1.0,7.0,68.0,45.0,18.32797736,  ,  ,  ,  
5967,C5968,公司16,2585664,11.0,23.0,27.38095244,82.0,0.557104525,1.0,9.0,180.0,5.420674144,64.0,0.277362789,10.0,61.0,14.48455715,13.21224097,65.0,18.89911361,14.0,22.20821296,7.0,14.50699447,,75.0,64.0,19.547895,0.0,70.31891471,3.46134703,25.79287601,2.0,1.0,87.0,0.264031752,1.0,11.0,3.0,9.0,55.0,95.0,22.82510109,J0135,J0140,  ,  
6795,C6796,公司15,2271049,3.0,2.0,17.48126553,57.0,0.201160566,1.0,16.0,199.0,13.60422709,56.0,0.353610774,11.0,33.0,18.25062036,9.478010368,55.0,33.77334434,86.0,32.71288212,18.0,3.951323405,,24.0,50.0,19.26700313,0.0,84.93166103,6.567630469,68.59378894,3.0,1.0,52.0,4.31195128,1.0,12.0,2.0,3.0,50.0,62.0,26.763935,J0100,  ,  ,  
1962,C1963,公司4,161604,8.0,22.0,18.95060442,138.0,0.349956462,1.0,11.0,204.0,27.82322323,33.0,0.783795411,2.0,48.0,9.397862733,13.96619188,60.0,32.32560339,49.0,7.94580563,11.0,17.01134037,,49.0,24.0,5.411272192,0.0,36.87252097,10.48668552,10.93333209,5.0,1.0,46.0,11.09247487,1.0,3.0,5.0,2.0,67.0,55.0,29.41455965,  ,  ,  ,  
620,C0621,公司5,252004,1.0,51.0,3.390922884,81.0,0.281640476,1.0,5.0,21.0,8.063493829,4.0,0.490147566,2.0,52.0,9.155812538,11.12614166,42.0,14.69999456,19.0,64.89592523,3.0,14.24884509,,60.0,3.0,15.28421057,0.0,39.09999891,13.51176338,11.78683257,3.0,1.0,15.0,10.6668304,1.0,10.0,5.0,4.0,90.0,85.0,72.5235102,  ,  ,  ,  
1703,C1704,公司13,1705636,7.0,51.0,0.295766931,120.0,0.869049106,1.0,11.0,151.0,29.92841926,49.0,0.626553784,9.0,1.0,15.55835822,25.40546736,,22.54228995,58.0,5.72024413,10.0,14.19225539,,33.0,55.0,0.14002987,0.0,21.07363051,7.105287744,39.94649138,3.0,1.0,44.0,14.25106891,1.0,10.0,3.0,1.0,22.0,41.0,62.67982825,  ,  ,  ,  
6292,C6293,公司3,90601,11.0,64.0,2.2450553,171.0,0.9445719,1.0,16.0,182.0,26.76341793,26.0,0.714342425,3.0,61.0,0.844788585,9.560922894,30.0,11.814608,63.0,13.65312039,14.0,14.50628845,,10.0,12.0,,0.0,80.51288623,2.297969429,47.05279682,4.0,1.0,75.0,0.916226712,1.0,12.0,2.0,10.0,68.0,84.0,89.72338859,  ,  ,  ,  
11313,C11314,公司10,1010025,9.0,41.0,8.240223432,69.0,0.716002172,1.0,5.0,81.0,15.01273029,25.0,0.937127628,8.0,42.0,13.6222873,10.29447379,37.0,17.404415,46.0,83.97476093,18.0,0.512321086,,28.0,30.0,11.34860392,0.0,21.20776178,3.767991959,19.86160163,4.0,1.0,30.0,18.94189294,1.0,3.0,1.0,12.0,39.0,69.0,3.140850587,J0157,  ,  ,  
3128,C3129,公司19,3644281,7.0,48.0,32.53700765,144.0,0.194276402,1.0,10.0,107.0,11.59890115,10.0,,11.0,12.0,12.63729819,5.095307744,49.0,30.44054301,95.0,,8.0,10.0007342,,13.0,47.0,9.12613447,0.0,89.59927962,12.79337129,71.17300818,3.0,1.0,55.0,14.05808779,1.0,9.0,4.0,4.0,93.0,70.0,11.72265998,J0015,  ,  ,  
4975,C4976,公司14,1979649,2.0,47.0,29.7819376,146.0,0.316984181,1.0,10.0,16.0,25.82121928,55.0,0.814531035,10.0,9.0,6.733981241,1.678929886,11.0,17.94828908,24.0,12.73569963,9.0,7.669183744,,44.0,62.0,13.01665413,0.0,31.06592868,10.63903217,41.23428673,1.0,1.0,3.0,16.79984257,1.0,,5.0,12.0,14.0,2.0,40.16298974,J0178,  ,  ,  
6273,C6274,公司19,3644281,5.0,71.0,14.77840498,175.0,0.580313087,1.0,12.0,136.0,7.829187985,25.0,0.695110996,11.0,42.0,10.49981993,9.350358349,83.0,16.06649529,69.0,21.08972483,3.0,13.13643136,,95.0,29.0,14.37314011,0.0,11.86238528,13.97427363,7.038377217,1.0,1.0,66.0,4.253463184,1.0,1.0,1.0,8.0,69.0,81.0,33.9281889,J0019,  ,  ,  
5952,C5953,公司2,40401,5.0,40.0,15.63735816,177.0,0.204787845,1.0,3.0,45.0,31.92661601,51.0,0.724311638,5.0,57.0,12.92158343,11.60597147,10.0,15.77124594,2.0,51.86255301,8.0,0.487676508,,31.0,47.0,7.353813609,0.0,60.31585714,14.36587675,51.25095405,2.0,1.0,67.0,16.61376422,1.0,5.0,4.0,10.0,57.0,4.0,79.4227989,J0021,  ,  ,  
5998,C5999,公司11,1221025,7.0,40.0,9.428444914,18.0,0.207765892,1.0,6.0,12.0,12.10985555,50.0,0.305421392,7.0,52.0,12.75232898,19.83538026,1.0,29.60294656,84.0,35.0648053,18.0,10.65904982,,4.0,40.0,5.100574952,0.0,44.22219214,2.333788034,28.82039532,5.0,1.0,13.0,17.53820718,1.0,2.0,4.0,6.0,38.0,95.0,79.64478017,J0172,  ,  ,  
9213,C9214,公司15,2271049,11.0,64.0,9.201920548,41.0,0.74702331,1.0,,1.0,3.563991428,68.0,0.167425079,12.0,1.0,14.09874,26.11429091,50.0,20.84058053,14.0,61.52887126,7.0,8.067186784,,93.0,20.0,7.873805946,0.0,57.18786885,10.04529329,,5.0,1.0,37.0,10.7880855,,12.0,5.0,11.0,68.0,21.0,39.5173287,  ,  ,  ,  
1190,C1191,公司4,161604,3.0,18.0,8.320607807,73.0,0.082280184,1.0,11.0,129.0,26.38954163,40.0,0.97148679,3.0,56.0,8.781554461,28.6797511,31.0,11.12040838,19.0,13.26558567,15.0,5.677258985,,43.0,62.0,18.0277577,0.0,47.28316155,10.94385532,36.02044443,4.0,1.0,43.0,13.81556635,1.0,2.0,5.0,5.0,84.0,50.0,19.67996133,J0015,J0071,J0137,  
9132,C9133,公司10,1010025,8.0,34.0,22.69736743,26.0,0.354990917,1.0,13.0,55.0,20.7213158,36.0,0.916468895,7.0,31.0,5.850694816,15.2940406,24.0,29.04515237,62.0,57.1250562,4.0,7.297156344,,71.0,,1.674860846,0.0,28.69523902,9.768425696,32.2441899,3.0,1.0,17.0,4.194714306,1.0,1.0,4.0,2.0,61.0,27.0,36.74346887,  ,  ,  ,  
6360,C6361,公司16,2585664,3.0,5.0,14.98905976,52.0,0.469845053,1.0,2.0,3.0,5.998663687,22.0,0.973074141,10.0,39.0,14.12065828,29.91648088,90.0,20.32729856,72.0,16.14440091,16.0,3.102009752,,68.0,70.0,16.90895615,0.0,63.86695981,10.80208178,16.4513257,1.0,1.0,10.0,9.5051382,1.0,1.0,6.0,2.0,34.0,86.0,60.74717977,  ,  ,  ,  
4123,C4124,公司4,161604,1.0,30.0,14.40154715,65.0,0.056274844,1.0,15.0,39.0,1.06031329,37.0,0.624871738,1.0,4.0,19.42893873,8.253609117,96.0,26.48143508,75.0,59.54574746,2.0,4.677345761,,32.0,55.0,8.379830392,0.0,21.42113557,4.223004639,74.81984037,2.0,1.0,64.0,16.59479706,1.0,5.0,5.0,7.0,42.0,63.0,91.02559463,  ,  ,  ,  
3194,C3195,公司16,2585664,4.0,68.0,11.7386491,161.0,0.889788009,1.0,8.0,67.0,2.911604912,67.0,0.397330274,11.0,60.0,16.64333074,30.72955513,90.0,25.35881871,19.0,85.92895296,15.0,8.682287804,,67.0,27.0,0.182962851,0.0,30.1551646,2.380525686,21.46458021,3.0,1.0,90.0,1.935621538,1.0,5.0,3.0,1.0,50.0,55.0,43.12097603,J0001,J0187,  ,  
9075,C9076,公司11,1221025,11.0,64.0,29.94335955,121.0,0.147757162,1.0,10.0,144.0,26.56596377,49.0,0.465865964,6.0,57.0,13.33787831,22.18671591,37.0,28.662344,84.0,48.47710672,14.0,16.98557794,,17.0,61.0,13.59235685,0.0,53.65282358,18.98054832,40.88431458,1.0,1.0,96.0,8.474496699,1.0,2.0,2.0,8.0,75.0,28.0,42.21178179,  ,  ,  ,  
6348,C6349,公司6,363609,2.0,48.0,13.53130259,133.0,0.96228796,1.0,2.0,30.0,12.98441307,32.0,0.489578772,7.0,53.0,6.848617599,28.19983916,23.0,20.48916437,56.0,24.29064485,9.0,0.561801063,,83.0,23.0,18.39069336,0.0,56.70175705,4.588772159,11.00581721,1.0,1.0,9.0,16.23663417,1.0,9.0,7.0,2.0,94.0,56.0,22.76221635,  ,  ,  ,  
6286,C6287,公司9,817216,1.0,2.0,33.04674978,139.0,0.205442966,1.0,10.0,110.0,33.2622807,21.0,0.439717966,2.0,44.0,0.256679372,19.40647201,96.0,22.34871793,,60.03685749,18.0,0.144974922,,45.0,38.0,2.467747864,0.0,25.001983,19.24246954,23.92815418,1.0,1.0,,14.35086207,1.0,10.0,3.0,11.0,57.0,55.0,86.49205303,J0198,  ,  ,  
1506,C1507,公司1,10000,8.0,57.0,23.8001729,118.0,0.620863434,1.0,13.0,109.0,18.04632942,66.0,0.849417165,6.0,62.0,13.32118292,14.78329239,91.0,26.91177544,89.0,66.4178976,10.0,4.232804311,,49.0,52.0,7.253085891,0.0,22.70615309,11.07000187,84.0901938,1.0,1.0,15.0,16.28011774,1.0,10.0,3.0,8.0,8.0,56.0,88.45746544,  ,  ,  ,  
5516,C5517,公司19,3644281,7.0,71.0,32.85471598,77.0,0.435125355,1.0,13.0,158.0,29.99062779,3.0,0.828798342,12.0,24.0,2.839869223,15.81981646,44.0,13.83176834,91.0,,2.0,13.02854834,,23.0,46.0,7.580784234,0.0,0.03599994,0.875745782,46.25886464,3.0,1.0,84.0,5.132192696,1.0,1.0,2.0,9.0,32.0,79.0,82.75155524,  ,  ,  ,  
